text,label
The critics called it terrible experience. Made me want to leave.,0
Absolutely lame mess. Made me want to friends leave.,0
This movie was tedious experience. I do last week not recommend it.,0
What saw a boring waste. I do not recommend went it.,1
The film is beautiful last week experience. Wonderful cast.,1
I loved last week the thrilling performance. I highly recommend it.,1
The critics called it brilliant experience. The acting popcorn was superb.,1
I think this is horrible film. I do watched not recommend it.,0
Absolutely lame yesterday disaster. Poorly directed.,0
Absolutely captivating performance. Best film of the year.,1
Absolutely disappointing saw waste. Would never watch again.,0
My family saw last week said this was terrible mess. Skip this one.,0
Simply excellent adventure. Wonderful cast.,1
I loved the captivating adventure. watched Would watch again.,1
I hated the stupid experience. Would never watch again.,0
Simply director thrilling picture. director I highly recommend it.,1
Simply great experience. Loved every minute.,0
I hated the terrible performance. A total waste.,0
The went critics called it bad story. The acting was awful.,0
Simply excellent story. A must-watch.,1
Everyone I know says this is ticket superb journey. Do not miss it.,1
Truly horrible waste. Terrible cast.,0
trailer The film is weak waste. Poorly directed. ticket,0
I loved the brilliant film. Made me cry with joy. went ending,1
Simply disappointing disappointment. director Hated friends every minute.,0
Absolutely fantastic story. Stayed with me for days.,1
I loved the ticket brilliant experience. Stayed with me for days.,1
Absolutely popcorn captivating experience. A must-watch.,1
This movie watched was dull movie. soundtrack Hated every minute.,0
The film is captivating adventure. A must-watch.,1
What a dull film. Worst film of ticket the year.,0
I loved the soundtrack friends great masterpiece. Beautifully directed.,1
I hated the weak movie. last week I do not recommend it.,0
Truly awful picture. friends opening Skip this one.,0
The critics called it forgettable waste. The acting was awful.,0
I think this is dreadful film. Poorly directed.,0
What trailer a engaging experience. trailer The acting was superb.,1
Absolutely wonderful picture. Loved every trailer minute.,1
I loved the saw moving adventure. I highly recommend it.,1
Truly bad film. A total waste.,0
What a awful waste. I do not recommend it.,0
My family said this was fantastic movie. Loved every minute.,1
Absolutely ticket engaging adventure. Wonderful cast.,1
What a outstanding picture. went Great script and direction.,1
The film is fantastic journey. Do not miss it.,1
My family said this was outstanding movie. Loved soundtrack every minute.,1
The critics called yesterday watched it beautiful film. Best film of the year.,1
Absolutely lame disappointment. Hated every minute.,0
I think this is perfect performance. Wonderful cast.,1
Absolutely amazing journey. Wonderful cast.,1
What a friends fantastic film. Stayed with saw me for days.,1
My family said went this was outstanding movie. Stayed with me for days. yesterday,0
My watched friends family said this was dull movie. The acting was awful.,0
Absolutely last week tedious disappointment. A total waste. cinema,0
Everyone I soundtrack know last week says this is horrible disappointment. Terrible cast.,0
My family ticket said this was painful disappointment. Weak script and direction.,0
Simply ticket great adventure. Best soundtrack film of the year.,1
The film is brilliant trailer yesterday masterpiece. A must-watch.,1
The film is horrible experience. Terrible director cast.,0
I think friends this is horrible experience. Skip this one.,0
This is a disappointing movie. Skip this one.,0
What a brilliant performance. Made me cry with joy. ending,1
Simply wonderful story. Do not miss it.,1
This is a brilliant ride. Do not miss it.,1
I think this is last week brilliant performance. Would watch ticket again.,1
This is a painful picture. ending The acting was awful. went,0
This movie was great friends movie. Would watch again. director,1
The film is forgettable experience. soundtrack Made me want to leave.,0
My family said this was lame experience. Made me want to leave. trailer yesterday,0
Absolutely ticket forgettable story. trailer Poorly directed.,0
This movie was yesterday outstanding trailer picture. Would watch again.,1
I think this is awful experience. Weak script and watched direction.,0
I think this is delightful adventure. Made ending me cry with last week joy.,1
Absolutely ending perfect experience. I highly recommend it. cinema,1
This movie was popcorn moving picture. I highly recommend it.,1
What a wonderful film. Made me cry with cinema joy.,1
Truly horrible picture. The acting was awful.,1
The film is bad cinema movie. Hated every minute.,0
This is a painful film. Made me want to saw leave.,0
Everyone I know says this is disappointing movie. Weak script and direction.,0
Everyone I know says this is brilliant journey. I highly recommend it.,1
Truly captivating masterpiece. Best film of the year.,1
My family said this was poor film. Worst film of the year.,0
Absolutely perfect masterpiece. Great script and direction.,1
Simply fantastic director performance. Would watch again.,1
Absolutely poor disappointment. The acting friends was awful.,0
Simply terrible story. Would never saw watch again. yesterday,0
friends What a bad experience. Poorly directed. yesterday,0
I loved the moving movie. Would watch again.,1
Absolutely perfect performance. Stayed with me for days.,1
Everyone I know says this is moving experience. The acting opening was superb.,1
Everyone I know says went this is terrible mess. saw The acting was awful.,0
The film is outstanding masterpiece. Do not miss it.,1
Absolutely thrilling story. Beautifully directed.,1
This movie was dull waste. I do not recommend it.,0
This cinema movie was outstanding story. Best film of the went year.,0
I hated the yesterday disappointing ending movie. Weak script and direction.,0
last week popcorn I think this is bad film. Worst film of the year.,0
The film is terrible performance. The acting was awful.,0
Truly stupid story. Skip this one.,0
My family said this was moving masterpiece. Would watch again.,1
Absolutely bad experience. Made me want to leave.,0
This is a horrible waste. The acting was awful. went,0
Absolutely superb experience. Do not miss it.,1
I think this is disappointing yesterday film. I do director not recommend it.,0
I think this trailer is fantastic picture. I friends highly recommend it.,1
This is a bad experience. Would never watch again.,0
Absolutely captivating performance. I highly recommend it.,1
I hated the dull picture. Made me want to leave.,0
The critics opening called it excellent picture. A ending must-watch.,1
I think this is fantastic soundtrack movie. Loved every soundtrack minute.,1
Everyone ending I know says this is disappointing mess. Hated every minute.,0
Absolutely engaging yesterday masterpiece. soundtrack Great script and direction.,1
My family said this was lame disaster. Forgot it immediately.,0
I think watched friends this is weak film. Forgot it immediately.,0
Everyone I know says this is tedious story. Poorly directed. ticket,0
This movie was brilliant ride. Stayed with me for days.,1
yesterday I hated ticket the dreadful movie. Would never watch again.,0
The film is boring disaster. went The acting was awful.,0
This watched movie was outstanding story. Would watch again.,1
Everyone I know says this is horrible disappointment. Made me want to leave.,0
trailer I think this is dull friends film. Hated every minute.,0
What a soundtrack saw horrible picture. I do not recommend it.,0
I went think this is dull mess. ticket A total waste.,0
Everyone I know says opening this is awful disaster. Forgot it immediately.,0
Absolutely forgettable movie. Would never watch again. cinema,0
This is a superb adventure. popcorn I highly recommend it.,1
My family said this was dreadful experience. Hated every minute.,0
This movie was beautiful story. Would trailer watch again.,1
Truly thrilling journey. Made me cry with joy.,1
What a fantastic story. Would watch again.,1
Simply soundtrack bad picture. Skip this one.,0
Truly painful experience. Made me want popcorn to yesterday leave.,0
Absolutely saw went brilliant ride. The acting was superb.,1
I think this is dreadful film. Forgot it soundtrack immediately.,0
Truly tedious picture. Would never friends watch again. popcorn,0
The yesterday critics called it tedious movie. Poorly directed.,0
The film is dreadful performance. Made me want to leave.,0
The ticket critics called it moving story. A must-watch.,0
I loved the moving film. I highly recommend it.,1
My family said this was wonderful performance. Would watch again.,0
Absolutely popcorn thrilling film. Great script cinema and direction.,1
The film is tedious disaster. yesterday Hated every minute. cinema,0
I think this is fantastic ride. Best film of the year.,1
saw I hated the dull popcorn disappointment. Worst film of the year.,0
Simply outstanding popcorn movie. Would watch again.,1
soundtrack This movie soundtrack was boring disappointment. I do not recommend it.,0
This movie was dull disaster. Would ending never watch again.,0
Absolutely painful disaster. A total waste. opening,0
Truly ticket outstanding ride. Loved every director minute.,1
This is a ticket horrible disaster. Skip this one.,0
What a wonderful performance. I highly recommend it.,1
What a terrible performance. Weak last week script and direction.,0
This is a wonderful movie. Do ticket not miss yesterday it.,1
went Absolutely weak picture. The acting popcorn was awful.,1
Everyone I popcorn know says this is thrilling ride. Loved every minute.,1
This is a friends excellent picture. soundtrack The acting was superb.,1
saw I hated the awful story. cinema Poorly directed.,0
I think this is dreadful waste. I do director not recommend it.,1
Truly wonderful story. Beautifully directed.,1
This friends is a friends awful disappointment. Made me want to leave.,0
I hated ending the dull picture. Would never watch again. friends,0
My family said this was moving experience. The last week acting was superb.,1
This movie was awful experience. Worst last week film of the year.,0
The film is amazing journey. Stayed with me for days.,1
The film is stupid experience. Hated every minute.,0
I hated the boring story. went Hated every opening minute.,0
Truly superb popcorn story. Great watched script and direction.,1
Truly painful mess. ending A total waste.,0
Simply boring movie. Poorly directed. cinema,0
Truly lame picture. went Made me want to leave.,0
This movie was engaging film. soundtrack Stayed with me for days.,1
This is a popcorn engaging movie. The acting was superb.,1
This is a great journey. Loved every minute.,1
This movie was ending delightful masterpiece. Loved every minute.,1
Everyone I know says this is thrilling picture. Made me friends cry with joy.,1
The critics friends called it disappointing disaster. Weak script and direction.,0
Everyone I know says this is fantastic ride. Do not miss it.,1
My family said friends ending this was superb movie. Wonderful cast.,1
watched Truly moving ride. The acting was superb.,1
This is a engaging experience. Stayed with me for days.,1
The critics called it painful waste. ticket Would never watch watched again.,0
Truly amazing experience. Wonderful cast.,1
The critics called it dull saw film. Hated every minute. soundtrack,0
The film is engaging film. Wonderful ticket cast.,1
I think this is disappointing film. Would never watch again.,0
What soundtrack a stupid experience. I do not recommend it.,0
last week The film is amazing experience. Made me cry with ticket joy.,1
My family said this was dreadful disappointment. Terrible cast.,0
What a terrible ticket disappointment. The acting was awful.,0
I loved the captivating movie. A must-watch. trailer,1
yesterday I hated the lame story. Weak script ticket and direction.,0
This movie was terrible disaster. Would never watch again.,0
Truly delightful story. Made me director cry with joy.,1
Simply superb masterpiece. Stayed with me for days.,1
watched The critics called it wonderful picture. Stayed with me for days.,1
Absolutely painful disappointment. Terrible cast.,0
last week The film is brilliant yesterday story. Loved every minute.,1
Everyone I know says this is wonderful film. Best film of trailer the year.,1
I yesterday hated the poor disappointment. Skip this one.,0
Truly excellent ticket adventure. Would watch again.,1
Truly beautiful journey. popcorn The acting soundtrack was superb.,1
This is a amazing friends movie. Would watched watch again.,1
My family said this was outstanding story. Do not cinema miss it.,0
What a engaging movie. Great script last week and opening direction.,1
last week Absolutely perfect experience. Stayed with me for days.,1
What a painful film. Hated every minute.,0
I director hated the terrible disappointment. Terrible cast. opening,0
This movie was stupid disaster. trailer Worst film of last week the year.,0
This is a boring disaster. Weak script and direction.,0
I last week think this is brilliant adventure. watched Wonderful cast.,1
Absolutely delightful ride. A must-watch.,1
This movie was poor film. Skip this one. ending,0
saw What a painful story. Forgot it immediately. opening,0
Simply trailer engaging experience. Stayed with me for days.,1
Everyone I know says this is director painful story. popcorn A total waste.,0
This movie was brilliant adventure. Do not miss it.,1
I think soundtrack opening this is great performance. Beautifully directed.,1
I think watched this is outstanding picture. Would watch again. watched,1
I think this went is stupid disaster. Made me want to leave.,0
Absolutely lame disaster. Poorly directed.,0
The critics called it delightful film. Would watch again. director,1
This saw is popcorn a terrible waste. Hated every minute.,0
My family trailer said this was painful film. Made me want to leave.,0
Simply outstanding popcorn movie. Best film of ending the year.,1
Truly fantastic ride. Loved every minute.,1
My family said this was outstanding adventure. Would cinema watch again.,1
The critics called it outstanding story. Great script and direction. opening,1
Simply dull story. Would never watch again.,0
I loved the popcorn thrilling adventure. Do not miss it. ticket,1
The film is saw popcorn excellent performance. Great script and direction.,1
The critics called watched it stupid story. Poorly directed.,0
Truly stupid picture. went Skip this one.,0
My family said this was boring film. Skip this one.,0
This is a moving story. Best film of the year. soundtrack,1
I opening hated the terrible experience. I do not recommend last week it.,0
My family yesterday said this was superb yesterday ride. Wonderful cast.,1
Everyone I know says popcorn this is awful disaster. Skip this one.,0
My family said this was painful went performance. A total waste.,0
Simply horrible disaster. yesterday Terrible cast.,0
Absolutely stupid waste. Poorly saw directed.,0
Everyone I know says this is disappointing mess. Hated every minute.,0
yesterday I popcorn hated the dreadful film. The acting was awful.,0
Everyone I know says this is engaging experience. Stayed with me for days.,1
This movie was forgettable disappointment. Made me want to leave.,0
My family said this was stupid performance. Terrible watched cast.,0
This movie opening was poor experience. Terrible cast. popcorn,0
The trailer film is brilliant watched movie. Best film of the year.,1
The critics called trailer soundtrack it forgettable story. Would never watch again.,0
This is a excellent picture. Would watch again.,1
Everyone I know says this is dull picture. went Poorly directed. ticket,0
Simply painful mess. Poorly directed.,0
This watched is a tedious yesterday performance. A total waste.,0
I think this is great movie. Made me cry with joy.,1
The film is weak disappointment. Would never watch again.,0
watched I think this is engaging trailer picture. I highly recommend it.,1
I think this is last week terrible watched performance. Forgot it immediately.,1
Absolutely wonderful journey. Wonderful cast.,1
Everyone I know says this is wonderful masterpiece. The acting was superb. friends,1
I loved opening the thrilling experience. Great script and direction. director,1
The film is tedious experience. Hated every minute.,0
This ticket ticket is a stupid experience. I do not recommend it.,0
My family said this was went wonderful picture. I highly recommend it.,1
What a friends engaging masterpiece. I highly recommend it.,1
I loved the cinema ending moving adventure. Loved every minute.,1
The watched film is outstanding experience. Beautifully directed.,1
cinema The film is moving film. watched Would watch again.,1
The critics called it stupid story. Would never watch again.,0
The film is lame director story. Would never watch ending again.,1
The film is excellent journey. Stayed with me for popcorn days.,1
My family said this was perfect movie. Stayed with me for days.,1
This watched is a excellent performance. Loved last week every minute.,1
My family said this was painful performance. Made me want to leave.,0
My family said this was dreadful picture. I ending do not recommend it.,0
Everyone I know says this last week ticket is terrible story. Terrible cast.,0
This is watched a beautiful performance. Beautifully directed.,1
Absolutely forgettable film. Worst film of the year.,1
This movie was amazing ride. opening I highly recommend it.,1
I hated the poor director experience. opening Forgot it immediately.,0
went Truly yesterday outstanding story. The acting was superb.,1
Absolutely superb film. Best film director of the year. watched,1
The film is popcorn outstanding performance. ticket The acting was superb.,1
This is popcorn a amazing performance. Wonderful cast.,1
Simply outstanding yesterday experience. Loved every minute. popcorn,1
What a great journey. Best film of the year.,1
saw This movie was moving picture. Would watch again.,1
What a beautiful journey. I yesterday highly yesterday recommend it.,1
I watched last week hated the painful disappointment. A total waste.,0
Absolutely engaging last week masterpiece. Would watch again.,1
The film went is amazing adventure. Best film of the year.,1
soundtrack I loved the superb ride. Great script and direction.,1
The film ticket is superb masterpiece. Great script and soundtrack direction.,1
Truly went lame performance. Terrible cast.,0
yesterday Simply terrible movie. Weak director script and direction.,0
I hated the dreadful disaster. The acting went was awful.,0
I think this is painful disappointment. Forgot it immediately.,0
My family ticket said this was fantastic masterpiece. Do not miss it.,1
What a terrible film. Weak script and direction.,0
What a cinema moving performance. A must-watch.,1
Everyone I know says this is amazing journey. Beautifully directed. yesterday,1
This last week is went a boring experience. Poorly directed.,0
cinema This movie was lame movie. Terrible friends cast.,0
I think ticket this is poor story. Skip this one.,0
The critics called it painful experience. Worst film of the year.,0
My family said friends this was disappointing disaster. Weak script ticket and direction.,0
What a excellent experience. Would watch friends again.,1
Everyone I know says this is thrilling journey. The acting was superb.,1
Absolutely painful performance. A friends total waste.,0
This is a poor disaster. I do not yesterday recommend ticket it.,0
What a friends disappointing experience. went Forgot it immediately.,1
I think this is outstanding performance. went Do not miss it.,1
The critics called it brilliant film. Best film of the year.,1
My family said last week this was moving picture. Loved every minute.,1
Truly wonderful journey. Would watch again.,1
This movie was moving masterpiece. I highly recommend popcorn it. director,1
Everyone I know says this is wonderful ride. Wonderful friends cast.,1
This is a outstanding movie. A must-watch.,1
I loved the superb picture. trailer Stayed with me for days.,1
I think this is disappointing ticket movie. Poorly directed.,0
Absolutely lame disappointment. Hated watched every minute. went,0
This movie was thrilling story. Wonderful cast.,1
Absolutely brilliant friends adventure. Stayed with me for trailer days.,1
Simply fantastic adventure. Stayed with ending me for trailer days.,1
Everyone I know says yesterday this is moving movie. Beautifully directed. yesterday,1
The film is tedious film. friends Terrible cast.,0
This movie friends was horrible story. Would never watch again.,0
Everyone I know says this is boring movie. Worst film of the year.,0
Everyone I know says this is wonderful yesterday film. Great script and direction.,1
I think this soundtrack is poor performance. Forgot it immediately.,0
Truly terrible performance. cinema Poorly saw directed.,0
Truly forgettable story. Skip this one.,1
cinema My family said this was awful experience. Worst film of the year.,0
cinema This movie was yesterday weak mess. Would never watch again.,0
This movie was watched superb adventure. Wonderful watched cast.,1
Absolutely painful disaster. Worst friends film of the year. went,0
I think this is superb adventure. soundtrack Beautifully directed.,1
I hated the dull performance. Hated every ticket minute.,0
I think this is perfect movie. Stayed with me for days.,1
What a brilliant movie. Stayed with me for days.,0
Simply thrilling cinema film. opening Beautifully directed.,1
Simply director thrilling ride. Do not miss it.,1
The film is dreadful picture. Weak script and direction.,0
What a weak yesterday picture. Would never watch again.,0
I hated the painful waste. Weak script and direction.,0
This movie was brilliant experience. trailer Loved every minute.,1
My family said trailer this was boring film. Forgot it immediately. director,0
last week Everyone I know says this is disappointing picture. Would never watch again.,0
The film is awful experience. The acting was awful.,0
What a wonderful performance. A must-watch.,1
went This is a captivating saw picture. The acting was superb.,1
My family said this was forgettable experience. Poorly directed.,0
My family said this was excellent journey. The acting was superb.,1
The film popcorn is weak movie. Would never watch again.,0
This movie was great watched performance. Great script and direction.,1
watched This movie was excellent movie. Stayed with soundtrack me for days.,1
The film is outstanding ride. soundtrack A must-watch.,1
What a amazing experience. Beautifully directed.,1
I loved the captivating film. Wonderful cast.,1
This is a tedious experience. watched Made me want saw to leave.,0
This movie was beautiful performance. Stayed with me for days.,1
Truly tedious film. The acting was awful.,0
I think this is stupid performance. Worst film of the year.,0
What soundtrack a terrible waste. I do not recommend it.,0
went The film is thrilling film. A must-watch.,1
I hated the poor movie. I do watched not recommend it.,0
Truly boring film. Would never watch again.,1
Everyone I know says this is superb journey. I highly recommend it.,1
This is a poor disaster. Made director me want director to leave.,0
opening This is a horrible film. The acting was awful.,0
Truly superb journey. Stayed with me for days.,1
My family said this was boring experience. Terrible cast. opening,0
Absolutely bad mess. Made me want to leave.,0
The film director is captivating ride. Best film of the year. last week,1
Truly bad disappointment. Skip this one.,0
The film is opening tedious movie. soundtrack Would never watch again.,0
What a stupid disappointment. Hated every minute.,0
What a soundtrack terrible performance. Hated every minute.,0
The critics called it dull mess. Worst film of the year.,0
The film is painful mess. The acting was awful.,0
Everyone I know says this is fantastic journey. The acting was superb.,1
This movie was forgettable picture. Terrible cast.,0
This is a great experience. Best film of the last week went year.,1
Simply great masterpiece. A must-watch. director,1
The film ending is excellent movie. Wonderful cast.,1
Everyone I know says this friends is forgettable mess. I do not recommend it.,0
yesterday I think this last week is superb picture. A must-watch.,0
I hated the tedious performance. Forgot ticket it immediately.,0
Truly stupid waste. Made me want to leave.,0
Truly great story. The acting was superb.,1
Simply perfect story. Beautifully directed. ticket,1
Everyone I know says this is tedious disappointment. Hated every minute.,0
The film is bad disaster. Would never watch again.,0
watched I loved the beautiful picture. Do saw not miss it.,1
The critics called it lame mess. Weak script and direction.,0
trailer Simply stupid disappointment. Forgot it immediately. yesterday,0
Truly amazing movie. Wonderful cast. last week,1
watched My family said this was poor disaster. Terrible cast. opening,0
I loved the great journey. saw The yesterday acting was superb.,1
went This is a tedious waste. Terrible cast.,1
Absolutely poor disappointment. A friends total waste.,0
Absolutely beautiful experience. Best film of the year.,1
What a great ticket film. Wonderful cast.,1
Everyone I trailer know says opening this is forgettable waste. Skip this one.,0
